content,score,thumbsUpCount,at,clean_content
Katanya bagi pengguna baru belih apa aja gratis tpi kenyataannya tetep d suruh banyar,1,0,2022-03-01 05:37:25,pengguna belih aja grati tpi kenyataannya tetep d suruh banyar
Wokey,1,0,2021-05-26 17:34:23,wokey
Saya pengguna lama tokopedia kecewa dengan update tokopedia yg jadi malah jelek .. Payah,1,0,2021-10-23 17:47:29,pengguna tokopedia kecewa updat tokopedia yg jelek payah
Curious baik,1,0,2021-08-25 00:23:00,curiou
Mending shopee,1,0,2023-01-26 16:56:54,mend shope
"gila parah ini apk, jangan skli skli blnja . trs alamat gk diketahui ama kurir . kurir di tokped males cari alamat . sehingga brang diretur . dan pembeli yg hrus nanggung ongkir ke seler . kan gila",1,2,2022-04-05 02:15:57,gila parah apk skli skli blnja tr alamat gk ama kurir kurir tokp male cari alamat brang diretur pemb yg hru nanggung ongkir seler gila
menu flashsale benerin dong dah fasthand tetep aja eror ngtdddddd,1,0,2022-04-26 03:50:33,menu flashsal benerin dah fasthand tetep aja eror ngtdddddd
Kenapa sih tokopedia muncul mulu di game nongol ke iklan mohon jangan ganggu,1,0,2021-12-26 12:33:55,sih tokopedia muncul mulu game nongol iklan mohon ganggu
Min kenapa pesanan saya selalu dibatalkan padahal saya pengguna baru:),1,0,2021-09-10 05:11:41,min pesanan dibatalkan pengguna
Tidak bisa cairkan saldo ke akun bank BNC,1,1,2021-12-03 15:55:13,cairkan saldo akun bank bnc
Jelek ah jngn pake mending lazada sama shopee enak ada event. Tokopedia pelit event ah. Shopee mah evemt 10 juta/orang. Tokped? Hahaha,1,0,2021-08-21 09:55:24,jelek ah jngn pake mend lazada shope enak event tokopedia pelit event ah shope mah evemt jutaorang tokp hahaha
"ya saya memang punya 2 akun tapi tidak pernah klaim hadiah gratisnya. tapi pas saya mau ambil hadiah gratis, pesanan dibatalkan oleh sistem karena disangka manipulasi? helow cek dulu deh, apa saya pernah klaim hadiah gratisnya sebelumnya?",1,8,2022-03-12 11:19:53,ya akun klaim hadiah gratisnya pa ambil hadiah grati pesanan dibatalkan sistem disangka manipulasi helow cek deh klaim hadiah gratisnya
Saya sudah melakukan pembayaran tapi pesanan saya dibatalkan oleh tokopedia dan saya tidak menerima refund dana yang sudah saya bayar melalui bank,1,0,2021-07-08 12:22:47,pembayaran pesanan dibatalkan tokopedia menerima refund dana bayar bank
Masa ga bisa pake voucher tulisan nya telah melanggar padah hal ga pernah melanggar,1,0,2022-06-13 04:57:58,ga pake voucher tulisan nya melanggar padah ga melanggar
"Punya akun tokopedia baru ini, nyoba yg program traktiran pengguna baru, katanya melanggar s&k. Aneh2 aja, langsung hapus lg nih aplikasi. Diawal aja udh ga jelas, apalagi kedepannya.",1,23,2022-01-23 14:52:29,akun tokopedia nyoba yg program traktiran pengguna melanggar sk aneh aja langsung hapu lg nih aplikasi diawal aja udh ga kedepannya
haiyaaaah aplikasi tokopedia di instal cuma putar aja. gak bs kelar katanya ada hadiah voucer. pret,1,0,2021-06-20 04:43:09,haiyaaaah aplikasi tokopedia instal putar aja gak bs kelar hadiah voucer pret
Pembatalan pesanan sepihak gajelas,1,0,2023-01-28 16:50:11,pembatalan pesanan gajela
"Beli pake discon malah gagal transaksi, ga niat ngasih ga usah adain event!",1,0,2021-11-12 14:20:01,beli pake discon gagal transaksi ga niat ngasih ga adain event
Knp saya melanggar T&C?,1,0,2021-09-10 11:20:54,knp melanggar tc
Iklan diman mana kntl,1,0,2022-03-08 08:31:32,iklan diman kntl
App burik celeng,1,0,2021-11-15 05:20:11,app burik celeng
"Kemarin pas saya udah bayar brang tpi pesanan barangku gk sampe, kata pihak tokonya barang udah dikirim dan saat komplain ke tokopedia malah disuruh nunggu 2-3 hari lagi dan pas udah nunngu saya minta pengembalian dananya tpi disuruh nunggu sehari lagi parahnya pas udah lama2 nunggu eh masa ongkirnya gk dikembaliin",1,0,2021-05-14 23:40:46,kemarin pa udah bayar brang tpi pesanan barangku gk samp tokonya barang udah dikirim komplain tokopedia disuruh nunggu pa udah nunngu pengembalian dananya tpi disuruh nunggu sehari parahnya pa udah nunggu eh ongkirnya gk dikembaliin
MIN JANGAN KAYA SEBELAH DONG MULAI PROMOSI PAKE VIRUS,1,0,2021-09-10 19:22:40,min kaya sebelah promosi pake viru
App ini jelek.,1,26,2022-02-22 21:36:19,app jelek
"Ehhh bngst, gw itu pengguna baru main batalin segala bilang gw curang, kalau emnk gk niat bikin promo gk ush dibikin embel² segala macam, tutup aja perusahaan lu, perusahaan penipu, gw mau niat beli tp kgini amat bangke... Boikot tokped..",1,0,2021-06-21 04:16:03,ehhh bngst gw pengguna main batalin bilang gw curang emnk gk niat bikin promo gk ush dibikin embel tutup aja perusahaan lu perusahaan penipu gw niat beli tp kgini bangk boikot tokp
Kayak mana sih cara masukkan kode voucher aku nggk ngerti sama sekali jadi tolong dibantu sekarang aku ngasih 1 bintang aja,1,0,2021-06-12 06:04:06,kayak sih masukkan kode voucher nggk ngerti tolong dibantu ngasih bintang aja
Gratis ongkir berubah jadi voucher 😆😆,1,1,2022-11-02 01:31:59,grati ongkir berubah voucher
"Mengecewakan, udh lewat 2 hari saldo reksadana masih diproses, mohon responsnya🙏",1,0,2023-03-13 23:21:02,mengecewakan udh saldo reksadana dipros mohon responsnya
"Saya merasa kecewa setelah memesan suatu barang dan sudah dibayar melalui minimarket, tiba2 orderan dibatalkan dan uang saya mengendap disana, tolong Tokopedia untuk diperbaiki da diperhatikan keluhannya. terimakasih.",1,2,2022-01-19 14:15:41,kecewa memesan barang dibayar minimarket orderan dibatalkan uang mengendap disana tolong tokopedia diperbaiki da diperhatikan keluhannya terimakasih
gaje,1,0,2022-01-06 11:21:40,gaje
"Buruk sekali, Sudah sesuai Menggunakan Promo, Padahal bisa dipakai pada saat Cek out, pas barang datang. Benefit promo yang di pakai main sepihak membatalkan begitj saja. Pdhl beli barang yang sama sebelumnya, memakai promo, Benefit sebelumnya bisa di teruskan, kenapa pesanan terakhir saya, benefit main di batalkan begitu saja. Ga terima..... sebel. Buruk sekali. Buruk seburuk-buruknya.",1,317,2021-10-30 15:23:06,buruk sesuai promo dipakai cek out pa barang benefit promo pakai main membatalkan begitj pdhl beli barang memakai promo benefit teruskan pesanan benefit main batalkan ga terima sebel buruk buruk seburukburuknya
"Semenjak GOTO IPO kok tambah berantakan layanannya, terutama Layanan CS nya. Skrg jawabnya pakai mesin, berhari2 gak ada tanggapan komplain, masa iya sesama surabaya krmnya hampir 1 minggu gak sampe2. Di chat juga gak dibalas oleh pihak Tokopedia, dulu sblm IPO bagus penangganan komplain skrg kayak pelanggan ngomong sama pintu gak ada tanggapan. 3 komplain tdk ada yg ditanggapi cm dijawab mesin suruh tunggu 7 hari kalender. Mending pake blibli saya skrg timbang Tokopedia hancur pelayanannya",1,0,2022-09-15 03:54:51,semenjak goto ipo berantakan layanannya layanan cs nya skrg pakai mesin berhari gak tanggapan komplain iya surabaya krmnya minggu gak samp chat gak dibala tokopedia sblm ipo bagu penangganan komplain skrg kayak pelanggan ngomong pintu gak tanggapan komplain tdk yg ditanggapi cm mesin suruh tunggu kalend mend pake blibli skrg timbang tokopedia hancur pelayanannya
Jelek,1,0,2022-02-04 06:50:44,jelek
Gratis ongkir kalau WIB dulu minimal belanja 10 rb terus sekarang naik jd minimal belanja 20 rb. Ditambah lagi sekarang kena biaya layanan 1 rb per transaksi 😅 Beralih ke toko biru aja lah...,1,0,2022-08-16 07:50:24,grati ongkir wib minim belanja rb jd minim belanja rb ditambah kena biaya layanan rb transaksi beralih toko biru aja
Nyesel gue bayar air 500 rb di topet ! Ketipu iming imingan kesbek gopay 7%. Begitu transaksi selesai dan dinyatakan berhasil ternyata kesbek gak cair ! Tau gitu mah mending bayar di sopi gue ! Meski lbh kecil kesbeknya tapi real hasilnya. Gak pake ditahan tahan kyk topet lah ! Byk aturan ini itu ini itu. Wassalam~ bye !!!,1,0,2021-11-10 01:51:15,nyesel gue bayar air rb topet ketipu ime imingan kesbek gopay transaksi selesai dinyatakan berhasil kesbek gak cair tau gitu mah mend bayar sopi gue lbh kesbeknya real hasilnya gak pake ditahan tahan kyk topet byk aturan wassalam bye
Nggak bisa cod kaya lapak lain hadeh😭,1,0,2021-09-26 04:26:36,nggak cod kaya lapak hadeh
Udah ga ada coin telur telur yah???,1,0,2021-09-27 11:15:04,udah ga coin telur telur yah
"Terima kasih tokped.. Biasany belanja di tokped sehari 300rb-500rb.. Dan sekarang seminggu hanya 300rb-400rb... Ini akibat promo minimal belanja 150rb br bs di gunakan, jd gak banyak belanja lagi...!",1,0,2022-08-15 05:05:55,terima kasih tokp biasani belanja tokp sehari rbrb seminggu rbrb akibat promo minim belanja rb br bs jd gak belanja
Tolong utk pihak Tokopedia bisa manusiawi sedikit... saya sering melihat para ojol membawa bubble wrap gulungan besar sampai 2 bahkan pernah 3 roll.. bahkan pernah melihat ada yg jatuh karena kena angin dijalan. Kasihan mereka.. Mohon sekira nya pihak tokopedia bisa meng kondisi kan masalah ini... Terima kasih..,1,0,2022-01-26 09:02:41,tolong utk tokopedia manusiawi ojol membawa bubbl wrap gulungan roll yg jatuh kena angin dijalan kasihan mohon sekira nya tokopedia meng kondisi terima kasih
Arosbaya yanti,1,0,2021-06-18 03:52:24,arosbaya yanti
"saya ini baru instal,, tapi ko sudah ada nama orang lain ya.. di akun ini.. padahal saya baru mau daftar. . gk bisa ganti biodata saya. misal jenis kelamin dan tanggal lahir saya.",1,16,2022-01-23 14:49:34,instal ko nama orang ya akun daftar gk ganti biodata jeni kelamin tanggal lahir
terimksih tokped,1,0,2022-07-02 11:28:08,terimksih tokp
Selamat telah memilih AnterAja,1,0,2021-10-06 11:38:00,selamat memilih anteraja
👎👎👎😡,1,0,2022-04-14 03:48:30,
"tokopedia selalu yg terbaik,tingkatkan pelayanan terus",1,0,2021-08-23 04:08:13,tokopedia yg terbaiktingkatkan pelayanan
Tak sesuai harapan,1,0,2022-07-23 06:31:46,sesuai harapan
Biaya layanan 1.000 bikin gak asyik.,1,0,2022-10-24 07:49:26,biaya layanan bikin gak asyik
Tokopedia makin parah masa barang sudah sampai tujuan dan uang penjualan masih blum di kembalikan ke saldo saya. Benar benar,1,1,2021-08-21 03:25:05,tokopedia parah barang tujuan uang penjualan blum kembalikan saldo
ganggu bae anjj,1,0,2022-03-04 19:33:06,ganggu bae anjj
Apessssss,1,0,2021-06-20 11:17:59,apessssss
"VOC gratis ongkir, potongan harga dan cashback tdk bisa digabung lg. Bener2 mengecewakan",1,1,2022-12-26 03:58:01,voc grati ongkir potongan harga cashback tdk digabung lg bener mengecewakan
"Saya benar benar kecewa dengan aplikasi ini, aplikasi ini ndak mau menghubungi dan tidak bisa di hubungi tentang keluhan pengguna aplikasi",1,0,2022-03-04 06:34:52,kecewa aplikasi aplikasi ndak menghubungi hubungi keluhan pengguna aplikasi
"Susah didonlot,keluar sendiri",1,0,2022-04-23 23:10:25,susah didonlotkeluar
"Uangnya blm di transfer bbalik, saya transfer baja ringan sesuai harga toped toko kembalikan transfer, proses transfer balik lama tukang nganggur",1,0,2021-10-18 07:13:03,uangnya blm transfer bbalik transfer baja ringan sesuai harga tope toko kembalikan transfer prose transfer tukang nganggur
Bang cmn mau bilang bagusan shopee kali🗿🤙,1,0,2022-02-21 13:02:52,bang cmn bilang bagusan shope kali
Makin gak nyaman make tokped,1,2,2022-11-14 09:29:33,gak nyaman make tokp
GRATIS ONGKIR DARI MANA? Masa ongkirnya 82.000 ke Sulawesi. Kalau Shoope Cuman 34.000 . Kalau Ditiktok cuman 10.000. Gratis ongkir matamu,1,0,2022-10-20 17:21:28,grati ongkir ongkirnya sulawesi shoop cuman ditiktok cuman grati ongkir matamu
Tolong di perbaiki lagi ya TOPED aku soalnya mau COD,1,0,2021-08-09 23:26:01,tolong perbaiki ya tope cod
Ongkir nya kemahalan,1,0,2021-12-16 06:53:41,ongkir nya kemahalan
"Pertama kalinya transaksi, dan kecewa. Tergiur belanja karna pakai promo cashback gopay coin, tapi sampai selesai transaksi tidak ada cashback sama sekali.",1,0,2022-05-13 09:42:10,kalinya transaksi kecewa tergiur belanja karna pakai promo cashback gopay coin selesai transaksi cashback
"Paket dibatalkan sepihak tidak lama hanya beberapa menit setelah dibayar lewat minimarket, kenapa tidak sebelum dibayarkan terbatalnya biar uangnya bisa diambil. Mana refund nya ke dana tokped dan harus ditransfer ke rekening. Tidak semua orang punya rekening. 🔥🔥🔥",1,15,2022-01-28 11:49:41,paket dibatalkan menit dibayar minimarket dibayarkan terbatalnya biar uangnya diambil refund nya dana tokp ditransf reken orang reken
Gak bantu pembeli pro penjual,1,0,2023-03-03 14:56:13,gak bantu pemb pro penjual
"Katanya gratis ongkir pengguna baru. Mana ada, kamu bohonggg. Tidak ramah bintang 1",1,0,2022-04-17 03:04:26,grati ongkir pengguna bohonggg ramah bintang
Katanya disini redeem diamond ff ko gak bisa,1,0,2021-12-10 00:39:47,redeem diamond ff ko gak
"Saya kecewa, kemarin saya check out barang nya,dan saya bela""in ke Alfamart diwaktu yang sama,malah dibatalkan,padahal saya sudah bayar barang nya,saya chat penjual nya malah gk direspon😓alhasil uang saya hangus gitu aja🙂, sudahlah saya sudah mengikhlaskan nya:-),",1,221,2021-07-23 09:41:37,kecewa kemarin check out barang nyadan belain alfamart diwaktu samamalah dibatalkanpadah bayar barang nyasaya chat penjual nya gk diresponalhasil uang hangu gitu aja mengikhlaskan nya
Aplikasi sangat burukkk,1,0,2021-11-28 11:55:55,aplikasi burukkk
Iya sering bngtt tokopedia membatalkan dalam sepihak.blnjaan udh di tf tpi brang batal uang pun ludess.. gimna gak nyesel,1,0,2021-08-21 08:20:41,iya bngtt tokopedia membatalkan sepihakblnjaan udh tf tpi brang batal uang ludess gimna gak nyesel
Tidk bisa top up melalui pembayaran yang kita mau tentukan pembayarannya apa,1,0,2021-12-16 11:53:09,tidk top up pembayaran tentukan pembayarannya
"Tolong jangan kerjasama lagi dengan sicepat, prosesnya lambat",1,0,2022-02-04 04:21:49,tolong kerjasama sicepat prosesnya lambat
Kenapa sekarang setiap transaksi ada biaya aplikasi ya. Jadi berpikir ulang buat transaksi sering2 di tokopedia,1,13,2022-08-08 02:40:24,transaksi biaya aplikasi ya berpikir ulang transaksi tokopedia
selamat ulang thn tko pedia smg pnjng umr dn sllu bnyk pmbli nt,1,0,2021-08-16 13:55:49,selamat ulang thn tko pedia smg pnjng umr dn sllu bnyk pmbli nt
"kok disuruh update software segala, hadeuh",1,0,2022-03-07 04:38:48,disuruh updat softwar hadeuh
Kurang,1,0,2022-10-06 02:14:14,
"Sangat mengganggu Muncul di.layar depan trus org kerja, Mau ngetik muncul lagi muncul lagi",1,0,2022-02-25 05:58:40,mengganggu muncul dilayar tru org kerja ngetik muncul muncul
Transaksi tukar tambah HP sudah dibatalkan tetapi barang masih tetap datang.. Padahal sudah dibatalkan bisa tokopedia care.. Karena kecewa dengan pengiriman yg terlalu lama.. Tidak ada ketentuan hari dan tgl brapa barang tiba.. Maaf saja kalau saya kecewa,1,26,2023-02-03 11:13:25,transaksi tukar hp dibatalkan barang dibatalkan tokopedia care kecewa pengiriman yg ketentuan tgl brapa barang maaf kecewa
"Saya order pake aplikasi tokped.lokasi dan alamat 1 rumah dengan suami,suami saya jg punya tokped,eh malah akun saya di blokir permanen,aplikasi gak berguna,lebih baik unistal",1,0,2022-07-10 06:58:26,order pake aplikasi tokpedlokasi alamat rumah suamisuami jg tokpedeh akun blokir permanenaplikasi gak bergunalebih unist
"Saya transaksi di windo teknik,, barang pesan tidak sesuai begitu barang datang, trus prosesnya uang kembali lama banget,,hampir jalan 6 minggu baru bisa kembali, itupun saya nanyain terus kaya seorang depkolektor,, respon nya sih ia, ia, sabar, mohon tunggu,, moga yang lain gak kejadian kaya saya. ,,tolong dari pihak tokopedia. Blokir saja penjual yang mempersulit pengembalian dana pembeli..terima kasih.",1,190,2022-02-21 04:13:23,transaksi windo teknik barang pesan sesuai barang tru prosesnya uang bangethampir jalan minggu itupun nanyain kaya depkolektor respon nya sih sabar mohon tunggu moga gak kejadian kaya tolong tokopedia blokir penjual mempersulit pengembalian dana pembeliterima kasih
Katanya promo pengguna pertama dapat belanja nol rupiah...setelah di bayar . Dibatalkan kan otomatis oleh sistem karena pesanan melanggar T&C.. buru2 melanggar saya ga butuh yg haram..yg haram ga barokah... Bingung saya jadi nya...buat ngarep aja jadinya...,1,24,2021-10-04 03:36:30,promo pengguna belanja nol rupiahsetelah bayar dibatalkan otomati sistem pesanan melanggar tc buru melanggar ga butuh yg haramyg haram ga barokah bingung nyabuat ngarep aja
"Baru pertama download dan mau coba belanja disini, tp susah sekali masuk. Jaringan bermasalah. Apanya yg bermasalah jaringan sy ok ok saja. Buka apk lain lancar ko. terima kasih telah memberikan Kesan pertama yg sangat buruk! #uninstal",1,0,2022-01-20 07:48:45,download coba belanja tp susah masuk jaringan bermasalah apanya yg bermasalah jaringan sy ok ok buka apk lancar ko terima kasih kesan yg buruk uninst
"Padahal penjual juga menanggung gratis ongkir, Tapi gak bisa pake gratis ongkir + cashback bersamaan.. Kembalikan toped seperti dulu",1,0,2023-01-09 05:20:52,penjual menanggung grati ongkir gak pake grati ongkir cashback bersamaan kembalikan tope
Ini kenapa saya beli barang barang nya lama gak datang sudah say sa Tunggu sampai berbulan-bulan tapi barangnya tetap gak datang,1,0,2022-01-10 01:22:20,beli barang barang nya gak say sa tunggu berbulanbulan barangnya gak
Gaje,1,0,2021-06-19 20:30:02,gaje
"APK gajelas, gua udah bayar dibatalin otomatis kan gajelas, dananya juga gatau dibalikin nya dimana, ribet najis",1,0,2021-05-22 07:33:57,apk gajela gua udah bayar dibatalin otomati gajela dananya gatau dibalikin nya dimana ribet naji
Aplikasi gajelas! Kebanyakan peraturan,1,0,2022-03-31 00:55:58,aplikasi gajela kebanyakan peraturan
